Latitude,Longitude,Day_of_Week,Month,Season,Temperature,Wind_Speed,Weather_Code,Current_Speed,Free_Flow_Speed,Speed_Ratio,Current_Travel_Time,Free_Flow_Travel_Time,Confidence,FRC,Hour,Minute
10.8231,106.6297,5,0,3,33.3,5.1,3,100.8,112.2,0.898,312,306,0.92,0,6,51
64.1355,-21.8954,6,2,0,1.8,12.8,73,38.5,48.7,0.792,255,213,0.96,4,9,37
33.749,-84.388,0,0,3,4.1,14.3,0,37.2,57.6,0.646,233,202,0.99,5,1,41
38.7223,-9.1393,5,0,3,9.6,10.0,0,42.3,50.2,0.843,315,266,0.95,5,7,54
51.0447,-114.0719,2,1,3,-13.8,12.7,0,87.3,98.2,0.889,106,69,0.95,1,14,53
52.2297,21.0122,0,1,3,6.6,20.3,3,61.1,79.4,0.77,150,118,0.95,2,2,1
21.0285,105.8542,6,2,0,18.7,8.8,3,52.4,65.0,0.806,573,538,0.97,3,9,53
41.8781,-87.6298,3,0,3,0.6,3.7,2,78.3,91.1,0.859,542,533,0.98,1,20,32
50.0755,14.4378,4,3,0,3.1,13.4,1,30.4,45.1,0.675,241,210,0.99,6,5,2
43.65107,-79.347015,6,3,0,5.3,11.2,2,40.0,55.5,0.721,386,335,0.94,5,14,54
-41.2865,174.7762,1,0,1,19.1,24.5,0,39.3,54.8,0.718,455,431,0.94,5,6,34
49.8951,-97.1384,4,0,3,-5.0,10.4,71,31.6,44.8,0.705,143,116,0.94,5,1,28
52.4862,-1.8904,0,0,3,1.3,22.0,73,63.3,78.6,0.806,226,200,0.96,1,17,31
51.5074,-0.1278,2,0,3,-1.4,15.9,0,24.6,32.1,0.768,356,346,0.97,7,21,9
49.2827,-123.1207,0,1,3,3.0,3.0,2,23.4,35.2,0.665,122,108,0.99,7,12,18
53.5461,-113.4938,5,0,3,-7.8,4.0,3,83.9,105.8,0.793,92,76,0.91,1,12,46
47.3769,8.5417,5,0,3,3.4,0.8,53,29.3,43.8,0.669,421,395,1.0,6,17,44
45.4215,-75.6972,4,0,3,-2.6,25.2,75,45.1,54.2,0.831,394,344,0.98,3,10,29
33.5731,-7.5898,0,0,3,26.4,11.3,3,30.0,39.2,0.765,509,499,0.91,6,14,11
59.3293,18.0686,0,3,0,-1.7,15.8,3,26.7,39.2,0.683,189,174,0.97,6,20,41
-45.8788,170.5028,3,0,1,12.5,16.9,3,24.7,33.1,0.746,174,163,0.99,7,16,47
50.8503,4.3517,2,2,0,16.0,4.8,3,30.1,43.1,0.699,378,344,0.99,6,17,11
59.9139,10.7522,1,2,0,1.7,7.2,3,39.4,51.7,0.762,523,478,0.93,5,8,4
58.3019,-134.4197,6,0,3,-2.1,18.1,73,46.6,61.0,0.765,382,324,0.97,3,15,26
3.139,101.6869,4,1,3,32.9,7.8,3,41.3,49.0,0.843,71,37,0.97,5,6,26
24.4539,54.3773,6,0,3,24.1,7.7,0,64.9,80.5,0.806,199,194,0.94,3,6,30
49.8951,-97.1384,4,0,3,-2.5,7.6,3,37.4,53.5,0.699,386,380,0.9,5,10,8
53.3498,-6.2603,2,0,3,5.1,10.6,3,39.6,47.3,0.839,380,363,0.94,5,21,32
24.4539,54.3773,6,2,0,24.9,9.7,3,83.0,98.9,0.839,433,393,0.96,1,6,53
-33.4489,-70.6693,3,3,2,13.1,6.9,3,112.9,135.5,0.833,220,215,0.94,0,2,3
49.2827,-123.1207,3,2,0,2.1,8.4,3,95.5,109.8,0.869,286,262,0.92,0,9,27
19.076,72.8777,6,1,3,25.6,8.0,0,41.2,54.3,0.758,135,91,0.92,5,3,38
24.7136,46.6753,1,1,3,8.8,7.3,0,88.8,104.8,0.847,406,394,0.96,1,4,0
-12.4634,130.8456,2,2,2,27.8,5.7,55,87.2,103.4,0.844,590,560,0.99,1,3,22
60.1695,24.9354,2,3,0,1.3,26.0,0,48.6,71.1,0.684,241,230,0.93,4,6,57
41.9028,12.4964,2,3,0,18.2,15.8,2,26.7,47.0,0.569,448,428,0.98,6,14,17
-42.8821,147.3272,3,0,1,13.1,8.7,0,86.1,101.3,0.85,135,130,0.91,1,16,49
-37.8136,144.9631,1,0,1,18.9,20.2,0,65.6,86.9,0.755,586,567,0.91,2,8,54
53.3498,-6.2603,5,0,3,4.4,6.3,3,22.7,36.4,0.624,138,121,0.92,7,16,38
52.52,13.405,3,2,0,12.4,11.5,3,61.7,73.7,0.838,449,436,0.95,2,8,57
52.4862,-1.8904,1,2,0,6.1,7.6,0,39.7,52.9,0.751,275,268,0.92,5,18,4
55.8642,-4.2518,2,3,0,2.3,5.9,3,85.7,96.0,0.893,429,374,0.98,1,3,52
-34.9011,-56.1645,1,3,2,20.3,26.4,51,49.8,72.3,0.688,582,557,0.94,3,21,7
-31.9505,115.8605,6,1,1,20.3,22.8,1,24.8,34.7,0.716,316,257,0.99,7,1,24
10.8231,106.6297,1,2,0,27.8,16.1,0,118.3,127.3,0.93,330,299,0.93,0,11,40
-12.0464,-77.0428,5,1,1,26.3,23.7,3,30.4,39.9,0.762,85,43,1.0,6,16,31
-23.5505,-46.6333,5,3,2,13.7,11.2,0,86.7,102.4,0.847,559,524,0.99,1,10,28
64.1355,-21.8954,1,3,0,-0.2,6.4,3,31.3,40.8,0.767,333,287,0.92,6,9,59
53.4808,-2.2426,5,2,0,1.9,9.6,2,87.9,93.5,0.939,399,355,0.91,1,21,3
47.3769,8.5417,5,1,3,10.6,6.7,0,43.5,51.5,0.844,111,103,0.91,5,13,19
53.5461,-113.4938,6,3,0,6.7,33.0,3,56.8,65.3,0.869,260,200,0.91,3,9,10
46.8139,-71.2082,4,2,0,-2.6,10.5,3,25.1,34.6,0.724,156,129,0.94,7,4,57
19.4326,-99.1332,1,3,0,21.7,8.8,0,31.0,43.8,0.707,240,229,0.99,6,4,34
-35.2809,149.13,4,2,2,17.5,4.7,3,21.8,33.4,0.654,220,190,0.92,7,19,11
19.076,72.8777,4,0,3,27.2,2.5,0,58.3,70.4,0.829,170,144,0.98,3,6,5
48.4284,-123.3656,2,2,0,6.1,28.2,55,73.6,93.3,0.789,156,135,0.91,1,14,58
25.276987,55.296249,0,2,0,27.4,10.7,0,25.7,36.8,0.698,238,196,0.99,7,5,34
-35.2809,149.13,1,3,2,18.4,18.1,0,43.5,50.9,0.855,405,372,0.93,5,5,12
49.8951,-97.1384,4,3,0,5.8,19.8,3,107.4,116.8,0.919,482,470,0.97,0,5,54
21.3069,-157.8583,6,3,0,28.0,8.4,2,23.5,31.2,0.753,280,274,0.98,7,21,5
46.8139,-71.2082,5,2,0,1.0,11.2,73,20.8,30.4,0.684,470,430,0.94,6,3,11
-27.4698,153.0251,0,1,1,26.7,18.4,1,35.3,53.6,0.658,463,403,0.92,5,7,20
48.4284,-123.3656,5,0,3,8.0,16.3,53,107.6,129.1,0.833,505,446,0.94,0,15,25
52.4862,-1.8904,6,3,0,6.3,21.2,3,92.5,111.0,0.833,219,180,0.9,1,23,44
48.4284,-123.3656,4,2,0,4.8,7.6,3,36.7,48.3,0.76,229,197,0.96,5,14,34
44.6488,-63.5752,0,2,0,1.0,14.8,3,48.5,59.5,0.815,571,553,0.91,4,13,55
52.52,13.405,5,2,0,9.4,17.9,0,41.8,52.2,0.8,369,347,0.93,5,16,12
24.7136,46.6753,0,1,3,12.2,2.7,0,84.6,95.1,0.889,391,379,0.97,1,3,20
48.4284,-123.3656,1,3,0,9.4,6.0,51,41.3,62.4,0.662,262,223,0.91,4,22,58
60.1695,24.9354,1,2,0,-3.3,21.2,0,32.8,47.0,0.699,117,106,0.91,6,5,58
41.3851,2.1734,4,0,3,7.7,4.3,51,33.2,52.7,0.629,76,43,0.93,5,20,10
55.8642,-4.2518,5,2,0,5.8,9.0,0,74.7,83.4,0.896,63,10,0.91,2,19,12
42.3601,-71.0589,2,1,3,-5.3,21.1,0,56.4,74.1,0.761,546,517,0.9,3,6,44
41.9028,12.4964,0,3,0,15.7,21.5,51,29.3,42.4,0.692,505,463,0.98,6,15,19
58.3019,-134.4197,5,2,0,8.7,8.5,3,48.1,59.7,0.805,454,434,0.98,4,18,53
-35.2809,149.13,6,1,1,24.6,5.6,3,101.8,114.2,0.892,147,103,0.93,0,7,50
-42.8821,147.3272,6,2,2,13.9,4.6,0,65.3,76.8,0.85,164,138,0.91,3,13,54
59.9139,10.7522,0,1,3,0.9,9.2,2,57.5,76.4,0.752,205,151,0.99,3,8,46
60.1695,24.9354,4,2,0,3.3,28.3,51,67.1,77.0,0.871,532,515,1.0,2,17,31
25.276987,51.520008,1,0,3,18.7,21.9,0,64.7,77.5,0.835,548,492,0.99,3,23,45
-34.9011,-56.1645,1,3,2,20.3,26.4,51,48.5,53.1,0.912,97,44,0.97,4,21,29
33.5731,-7.5898,5,1,3,15.5,15.5,2,113.2,135.9,0.833,344,295,0.94,0,9,13
-34.6037,-58.3816,0,0,1,21.1,20.6,2,23.8,35.2,0.676,437,387,0.93,7,7,36
34.0522,-118.2437,4,2,0,13.0,12.9,61,48.0,56.5,0.849,320,282,0.97,3,6,43
53.5461,-113.4938,5,2,0,-1.8,7.9,3,59.9,85.1,0.704,386,349,0.99,2,1,30
51.5074,-0.1278,0,2,0,9.8,18.5,3,29.0,41.4,0.699,260,245,0.99,6,19,42
-34.6037,-58.3816,6,2,2,19.4,15.5,3,54.6,78.2,0.698,346,324,0.99,3,13,22
-41.2865,174.7762,1,0,1,18.8,25.9,0,27.1,47.5,0.57,593,548,0.99,6,3,48
45.4215,-75.6972,6,11,3,-7.8,8.5,1,60.7,76.8,0.791,202,196,0.94,3,9,49
37.7749,-122.4194,6,0,3,12.6,5.8,2,40.3,54.5,0.74,542,493,0.92,5,17,43
25.7617,-80.1918,1,2,0,22.4,9.9,0,45.0,67.9,0.664,472,412,0.93,4,0,53
53.3498,-6.2603,2,0,3,3.7,12.9,1,100.2,120.9,0.829,250,221,0.92,0,0,25
45.4215,-75.6972,3,0,3,15.0,10.0,0,23.5,32.4,0.725,318,272,0.98,7,5,23
3.139,101.6869,4,1,3,28.0,5.9,51,29.3,43.9,0.667,546,494,0.97,6,10,2
45.4215,-75.6972,2,0,3,2.0,8.9,3,66.9,81.1,0.825,273,254,0.97,2,22,58
49.2827,-123.1207,6,3,0,2.8,5.8,3,110.6,113.7,0.973,174,156,0.92,0,8,34
33.749,-84.388,6,3,0,26.1,13.9,0,62.8,77.6,0.809,449,425,0.98,3,18,40
55.7558,37.6173,1,2,0,-0.8,10.2,3,54.4,72.7,0.748,303,287,0.92,3,5,14
29.3759,47.9774,5,0,3,22.0,18.6,1,40.9,51.3,0.797,461,421,0.94,5,12,9
59.3293,18.0686,5,3,0,-0.4,19.6,71,65.0,86.4,0.753,313,280,0.95,1,5,51
59.3293,18.0686,2,0,3,-2.9,17.2,2,27.8,43.1,0.646,80,35,1.0,6,0,5
-31.9505,115.8605,2,0,1,26.3,33.4,0,105.7,119.5,0.885,334,293,0.98,0,4,43
21.4858,39.1925,6,1,3,22.0,24.2,3,27.6,42.2,0.654,69,40,0.91,6,17,55
30.0444,31.2357,0,2,0,19.9,24.3,51,87.6,93.9,0.932,221,209,0.9,1,13,5
60.1695,24.9354,4,3,0,7.6,23.0,3,47.1,55.6,0.848,379,332,0.94,4,12,17
-43.5321,172.6362,4,3,2,10.6,5.9,3,22.9,35.1,0.651,442,410,0.91,7,14,27
33.5731,-7.5898,3,3,0,11.9,10.1,0,73.4,93.0,0.789,598,553,0.95,2,5,52
24.4539,54.3773,5,1,3,22.1,6.4,0,85.0,108.0,0.786,576,546,0.97,1,8,55
-37.8136,144.9631,4,0,1,15.3,13.4,2,21.9,35.6,0.614,539,526,0.96,7,19,7
22.3193,114.1694,0,0,3,16.6,11.1,3,61.9,71.4,0.867,375,319,0.97,3,14,44
22.3193,114.1694,1,3,0,28.9,19.8,53,44.1,61.1,0.722,471,464,0.93,4,6,4
37.7749,-122.4194,4,0,3,10.5,14.8,3,58.7,67.8,0.866,401,377,0.96,3,12,9
33.749,-84.388,6,1,3,5.4,30.5,53,29.3,42.1,0.696,515,471,0.97,6,18,14
50.8503,4.3517,6,1,3,8.6,25.0,2,51.6,59.8,0.864,415,382,0.98,4,1,55
64.1355,-21.8954,3,0,3,-1.9,17.5,3,46.1,60.0,0.769,375,363,0.91,4,21,14
41.0082,28.9784,3,2,0,5.8,15.3,3,67.8,78.5,0.863,513,482,0.97,2,20,47
49.2827,-123.1207,5,0,3,0.5,4.1,3,106.8,128.1,0.833,552,538,0.96,0,6,26
44.6488,-63.5752,6,2,0,4.1,9.0,3,42.9,59.0,0.728,465,433,0.97,4,3,43
25.276987,55.296249,5,2,0,23.0,10.3,0,28.7,40.9,0.702,464,458,0.98,6,17,6
49.2827,-123.1207,3,1,3,2.9,3.4,0,39.1,49.8,0.784,109,82,0.96,5,10,37
64.1355,-21.8954,2,3,0,6.1,14.9,3,34.3,50.9,0.674,514,466,0.99,5,16,9
38.7223,-9.1393,3,2,0,11.7,26.6,51,75.7,91.0,0.832,81,36,0.95,1,12,42
18.4655,-66.1057,0,2,0,27.0,16.1,0,70.4,81.7,0.861,590,583,0.99,2,12,58
52.4862,-1.8904,1,2,0,6.6,20.2,61,25.6,38.3,0.669,172,149,0.97,6,7,17
-42.8821,147.3272,2,0,1,22.5,5.6,2,59.9,64.6,0.926,510,495,0.94,3,2,36
3.139,101.6869,1,1,3,26.6,4.3,53,25.7,39.0,0.659,546,512,0.93,6,11,57
46.8139,-71.2082,6,0,3,-17.2,10.3,2,43.8,56.6,0.775,593,571,0.92,4,5,40
46.8139,-71.2082,0,1,3,-3.9,7.6,0,73.2,84.8,0.863,301,258,0.99,2,18,35
10.8231,106.6297,6,3,0,31.0,21.9,0,71.9,77.2,0.931,487,461,0.95,2,11,14
13.7563,100.5018,6,3,0,35.1,17.3,2,99.5,115.2,0.864,371,344,0.91,0,7,44
-35.2809,149.13,5,3,2,5.2,4.6,0,101.4,117.2,0.865,342,295,0.92,0,18,9
34.0522,-118.2437,0,0,3,16.4,8.1,0,65.3,79.0,0.827,432,379,0.98,2,1,52
53.5461,-113.4938,3,0,3,-2.0,11.0,0,120.5,144.6,0.833,195,168,0.98,0,5,4
-33.4489,-70.6693,5,0,1,33.6,16.4,0,76.6,90.1,0.85,373,324,0.97,2,18,7
51.5074,-0.1278,3,0,3,12.0,31.1,3,21.8,35.5,0.614,582,540,0.92,7,3,4
-35.2809,149.13,4,0,1,16.2,3.9,3,65.1,79.3,0.821,398,346,0.98,2,16,37
19.076,72.8777,4,0,3,19.5,6.5,0,22.8,32.3,0.705,503,477,0.95,7,21,21
43.65107,-79.347015,3,1,3,-1.6,8.4,2,89.3,104.9,0.851,590,530,0.95,1,12,26
55.8642,-4.2518,5,3,0,8.1,5.9,0,120.8,125.3,0.964,131,84,0.99,0,19,23
51.5074,-0.1278,4,2,0,3.9,19.1,0,92.6,95.8,0.967,160,147,0.94,1,3,52
13.7563,100.5018,3,2,0,26.3,5.4,0,28.7,49.4,0.582,147,87,0.96,6,15,44
49.2827,-123.1207,2,2,0,5.7,11.0,3,36.7,54.6,0.673,555,543,0.9,5,3,34
-6.2088,106.8456,4,1,1,28.9,9.4,51,27.6,40.3,0.686,445,412,0.99,6,8,24
48.2082,16.3738,0,1,3,11.3,32.0,2,64.1,84.5,0.758,220,186,0.97,2,17,54
55.9533,-3.1883,4,2,0,8.0,16.3,3,100.8,110.9,0.909,238,212,0.95,0,9,35
60.1695,24.9354,3,3,0,2.1,18.1,51,79.7,89.0,0.895,482,466,1.0,1,16,14
34.0522,-118.2437,3,1,3,6.9,9.7,0,69.7,93.5,0.746,232,190,0.9,2,12,46
53.3498,-6.2603,0,0,3,3.7,23.4,3,72.9,81.6,0.893,291,271,0.97,2,5,26
52.4862,-1.8904,5,3,0,10.1,31.6,51,22.7,31.3,0.724,65,28,0.96,7,22,31
-33.9249,18.4241,0,2,2,31.2,16.1,0,23.2,34.2,0.68,123,65,0.94,7,13,50
24.4539,54.3773,0,0,3,22.7,20.1,0,23.4,33.7,0.694,338,320,0.96,7,19,57
50.0755,14.4378,6,0,3,-4.6,16.9,3,25.3,33.3,0.76,79,20,0.98,7,0,52
53.4808,-2.2426,4,2,0,12.2,20.2,1,87.2,91.4,0.954,89,65,0.96,1,13,21
14.5995,120.9842,0,0,3,28.2,1.0,51,44.7,55.5,0.806,65,52,0.96,4,3,49
-34.9011,-56.1645,2,1,1,23.5,19.8,0,52.8,70.9,0.745,338,300,0.93,4,20,54
-12.0464,-77.0428,2,1,1,27.0,17.7,0,26.2,32.1,0.818,233,196,0.94,7,15,22
49.8951,-97.1384,2,1,3,1.4,12.2,51,65.6,76.2,0.86,442,394,0.94,2,7,40
-1.286389,36.817223,4,2,2,27.1,6.5,0,96.9,99.8,0.971,367,319,0.99,1,9,4
50.8503,4.3517,0,0,3,7.9,28.2,0,61.6,67.8,0.909,570,565,0.99,3,16,37
-1.286389,36.817223,6,3,2,17.5,6.4,51,65.7,69.1,0.951,546,509,0.99,2,5,13
33.749,-84.388,3,1,3,8.0,8.1,3,80.3,97.0,0.827,537,524,0.97,1,3,19
1.3521,103.8198,4,1,3,28.1,10.5,51,75.2,88.5,0.85,543,513,0.95,1,1,59
25.276987,55.296249,0,3,0,26.3,10.5,0,109.8,118.3,0.929,575,570,0.93,0,14,49
22.3193,114.1694,3,2,0,18.5,19.4,3,50.4,55.7,0.905,115,59,0.91,4,22,16
50.0755,14.4378,6,3,0,9.2,5.5,0,22.8,35.3,0.647,538,504,0.95,7,4,44
49.2827,-123.1207,3,1,3,1.2,1.5,3,41.6,53.5,0.777,414,386,0.98,5,14,39
4.711,-74.0721,2,3,0,13.4,2.9,61,40.4,52.0,0.778,593,534,0.95,4,0,40
-12.4634,130.8456,1,0,1,26.0,11.3,53,75.8,96.2,0.788,592,554,0.91,1,22,24
46.8139,-71.2082,3,3,0,1.3,36.2,73,53.4,61.0,0.876,66,16,1.0,2,21,36
52.4862,-1.8904,6,1,3,7.7,8.4,2,65.2,73.8,0.883,450,429,0.94,2,19,51
24.7136,46.6753,1,3,0,25.9,26.1,0,93.1,99.5,0.936,201,161,0.91,1,8,47
30.0444,31.2357,0,2,0,13.9,14.6,0,48.6,66.1,0.735,66,8,0.97,4,23,33
29.7604,-95.3698,6,0,3,6.7,8.5,0,38.0,50.0,0.76,256,204,0.93,5,5,4
-45.8788,170.5028,4,3,2,9.9,26.6,53,96.4,111.1,0.868,107,47,0.91,0,3,13
51.0447,-114.0719,4,1,3,5.8,8.7,3,112.1,112.8,0.994,339,313,0.92,0,22,27
55.7558,37.6173,0,1,3,-6.9,13.7,3,98.6,115.3,0.855,319,267,0.93,0,8,27
-43.5321,172.6362,5,1,1,13.6,20.6,51,81.1,89.8,0.904,330,323,0.95,1,6,40
-27.4698,153.0251,3,1,1,26.1,18.7,51,60.2,70.9,0.849,390,359,0.91,2,22,59
-37.8136,144.9631,4,2,2,15.3,6.9,3,99.3,107.1,0.927,183,171,0.92,0,13,4
-1.286389,36.817223,4,2,2,24.6,12.8,3,25.9,43.4,0.596,135,122,0.92,6,16,26
49.2827,-123.1207,1,1,3,2.9,4.8,0,50.6,60.0,0.842,214,165,0.96,4,1,31
53.5461,-113.4938,1,3,0,2.4,16.3,51,65.5,80.2,0.816,385,331,0.98,2,23,47
34.0522,-118.2437,0,0,3,12.7,19.3,61,20.4,27.7,0.737,581,551,0.98,7,15,33
-35.2809,149.13,0,0,1,22.5,8.9,1,71.7,88.2,0.813,506,490,0.91,2,1,21
-22.9068,-43.1729,1,2,2,25.1,15.7,1,26.8,40.2,0.667,79,31,1.0,6,20,32
42.3601,-71.0589,3,1,3,-3.0,20.6,0,31.9,43.9,0.725,582,538,0.98,6,2,25
10.8231,106.6297,2,2,0,34.3,8.0,1,113.3,119.1,0.951,105,67,0.92,0,4,50
-35.2809,149.13,5,2,2,24.6,1.4,0,72.3,79.1,0.914,380,350,0.93,2,2,17
58.3019,-134.4197,4,3,0,3.5,5.2,0,50.7,70.6,0.718,114,102,0.94,4,8,41
41.9028,12.4964,6,3,0,15.5,5.5,0,29.5,42.9,0.688,231,196,1.0,6,20,37
49.2827,-123.1207,4,2,0,7.1,6.7,3,95.1,106.1,0.896,233,194,0.96,0,9,52
41.3851,2.1734,3,3,0,20.7,13.7,3,67.6,77.7,0.87,497,471,0.97,2,12,11
55.8642,-4.2518,5,2,0,5.3,10.5,3,51.7,66.4,0.778,90,75,0.99,4,17,5
50.0755,14.4378,3,3,0,6.8,11.7,0,41.3,49.7,0.832,360,311,0.94,5,18,22
21.3069,-157.8583,1,3,0,23.2,25.4,51,42.2,60.5,0.697,224,166,0.93,4,18,0
-41.2865,174.7762,3,1,1,16.8,28.0,3,53.3,68.0,0.784,412,354,0.97,3,10,52
29.7604,-95.3698,1,1,3,8.5,5.4,1,31.0,46.9,0.661,144,130,0.97,6,9,56
59.3293,18.0686,2,1,3,-3.9,9.4,3,71.0,81.8,0.868,421,409,0.98,2,11,21
42.3601,-71.0589,0,1,3,1.9,6.4,0,95.3,114.4,0.833,128,72,0.96,1,13,54
-23.5505,-46.6333,2,1,1,25.1,22.0,3,28.8,40.4,0.713,523,474,0.92,6,19,43
52.3676,4.9041,5,3,0,5.2,18.1,1,40.7,54.0,0.754,401,355,0.99,5,4,0
18.4655,-66.1057,2,1,3,25.3,19.2,53,34.1,49.6,0.687,436,402,0.95,5,6,4
30.0444,31.2357,6,2,0,11.7,5.5,3,25.1,31.5,0.797,523,513,0.98,7,4,28
29.3759,47.9774,5,3,0,25.7,6.0,0,32.0,46.0,0.695,237,217,0.98,6,5,46
-22.9068,-43.1729,4,3,2,24.5,13.8,0,22.6,37.5,0.602,576,552,0.92,7,21,14
-23.5505,-46.6333,5,3,2,20.5,12.5,51,80.0,86.2,0.928,405,394,0.92,1,23,24
51.0447,-114.0719,4,1,3,-6.9,8.1,3,47.1,58.2,0.809,166,146,0.98,4,13,9
41.0082,28.9784,5,0,3,1.8,5.4,3,30.8,42.3,0.729,484,446,0.94,6,16,14
55.7558,37.6173,0,3,0,5.2,19.9,1,62.5,74.6,0.839,65,16,0.99,3,17,27
41.8781,-87.6298,3,1,3,2.6,18.9,0,74.3,89.7,0.828,278,271,0.9,2,10,27
41.3851,2.1734,1,3,0,5.2,4.1,0,45.6,64.5,0.708,252,213,0.92,4,2,9
25.276987,55.296249,4,1,3,18.2,10.4,0,109.3,118.6,0.922,465,440,0.99,0,20,21
-34.9011,-56.1645,6,0,1,20.4,11.8,2,48.0,67.4,0.712,345,289,0.91,4,7,22
64.1355,-21.8954,5,2,0,-7.1,14.6,0,103.7,112.8,0.919,527,475,0.97,0,4,27
6.5244,3.3792,2,3,0,29.4,15.3,3,47.5,61.0,0.779,438,417,0.98,4,17,34
13.7563,100.5018,2,3,0,29.9,8.1,3,93.2,106.7,0.873,430,386,0.92,1,16,13
-6.2088,106.8456,3,1,1,25.4,4.9,51,33.2,44.7,0.743,75,16,0.9,5,11,31
53.4808,-2.2426,3,1,3,11.2,18.4,53,99.8,107.0,0.932,520,471,0.9,0,6,40
60.1695,24.9354,2,3,0,2.2,18.4,3,29.5,42.1,0.7,338,329,0.9,6,20,56
-37.8136,144.9631,4,1,1,17.5,25.8,3,55.7,75.4,0.738,223,197,0.99,3,8,48
55.9533,-3.1883,1,0,3,7.2,16.9,1,25.8,41.3,0.625,579,529,0.97,6,15,7
21.0285,105.8542,2,0,3,18.9,3.8,3,26.4,43.9,0.602,488,447,0.96,6,5,0
21.4858,39.1925,2,1,3,19.3,17.7,0,73.1,77.2,0.947,400,384,0.97,2,1,18
46.8139,-71.2082,0,2,0,-3.9,15.9,3,34.7,56.3,0.617,516,486,0.93,5,9,6
48.4284,-123.3656,2,2,0,3.1,0.8,3,39.2,55.0,0.714,149,93,0.98,5,1,41
43.65107,-79.347015,6,11,3,-1.2,24.0,3,79.6,109.3,0.728,82,27,0.98,1,8,34
52.4862,-1.8904,1,0,3,-1.3,14.7,0,119.9,126.4,0.948,356,322,0.92,0,8,40
48.2082,16.3738,3,3,0,9.7,16.7,0,64.6,76.1,0.848,125,69,0.99,3,3,58
52.52,13.405,4,3,0,18.3,20.6,3,51.0,65.3,0.78,385,338,0.92,4,12,38
-42.8821,147.3272,1,0,1,20.2,12.8,3,35.1,56.4,0.622,414,382,0.99,5,4,14
19.076,72.8777,1,0,3,17.9,7.2,2,92.8,107.6,0.862,594,574,0.96,1,19,43
25.276987,51.520008,1,3,0,25.5,17.7,2,94.1,115.1,0.817,471,449,0.91,0,23,42
10.8231,106.6297,2,3,0,34.0,16.0,3,22.6,33.8,0.668,114,56,0.91,7,3,3
52.2297,21.0122,0,3,0,17.7,13.6,1,30.2,40.5,0.745,72,67,0.92,6,17,57
-22.9068,-43.1729,2,0,1,34.8,6.3,3,60.6,84.1,0.721,314,257,0.92,2,13,12
42.3601,-71.0589,5,0,3,-1.3,5.4,3,47.6,60.6,0.785,360,355,0.95,4,14,22
-37.8136,144.9631,6,0,1,21.7,14.5,55,39.4,53.7,0.734,542,533,0.91,5,6,35
44.6488,-63.5752,0,3,0,1.9,10.8,0,55.1,79.7,0.691,386,370,0.94,3,2,34
13.7563,100.5018,6,2,0,32.8,8.7,0,47.8,63.7,0.75,243,211,0.98,4,5,44
25.276987,51.520008,3,0,3,19.9,6.6,3,79.0,96.1,0.822,93,50,0.91,1,17,39
-45.8788,170.5028,4,1,1,19.1,14.5,2,62.0,66.5,0.933,590,548,0.98,3,6,19
52.2297,21.0122,0,1,3,4.4,13.4,53,44.0,58.3,0.755,306,278,0.99,4,19,7
37.9838,23.7275,0,2,0,17.2,9.5,51,39.0,52.3,0.745,362,312,0.96,5,9,21
41.0082,28.9784,3,0,3,8.2,18.7,3,54.6,76.2,0.716,428,371,0.91,3,11,44
47.6062,-122.3321,2,1,3,2.1,8.2,71,22.4,33.8,0.663,199,186,0.91,6,14,58
53.4808,-2.2426,4,0,3,5.3,22.8,0,87.7,95.1,0.923,250,193,0.95,1,8,58
3.139,101.6869,2,3,0,31.7,8.0,51,65.5,73.3,0.893,101,56,0.93,2,5,58
37.7749,-122.4194,3,2,0,15.8,16.0,0,45.2,65.3,0.692,104,69,0.97,4,2,13
51.0447,-114.0719,0,3,0,0.8,18.1,73,32.8,38.8,0.845,285,235,0.98,5,9,31
60.1695,24.9354,6,1,3,-7.6,11.5,3,41.3,54.9,0.751,241,224,0.99,5,22,28
59.9139,10.7522,5,0,3,-10.8,5.2,3,55.5,66.7,0.832,361,318,0.96,3,1,15
-34.9011,-56.1645,6,0,1,21.6,25.7,3,63.6,77.7,0.818,485,427,0.94,2,9,6
-1.286389,36.817223,6,2,2,17.9,11.2,51,91.3,110.3,0.827,130,100,0.9,0,19,5
10.8231,106.6297,5,2,0,25.8,6.2,0,62.8,74.1,0.848,183,135,0.94,3,0,22
-36.8485,174.7633,2,3,2,12.1,4.0,2,22.1,31.5,0.701,434,400,0.98,7,18,47
-23.5505,-46.6333,6,2,2,27.6,9.7,51,33.9,45.3,0.749,520,496,0.94,5,19,58
49.2827,-123.1207,2,2,0,-5.5,3.3,2,89.0,96.7,0.921,78,55,0.95,1,14,24
18.4655,-66.1057,2,3,0,27.1,23.6,0,25.9,32.2,0.803,446,424,0.97,7,16,21
22.3193,114.1694,5,3,0,26.2,18.4,51,96.9,107.9,0.898,269,232,0.94,0,23,5
-27.4698,153.0251,5,1,1,21.9,3.1,0,47.7,63.1,0.756,370,329,0.97,4,19,25
49.8951,-97.1384,0,2,0,-0.1,16.9,3,59.0,68.2,0.865,65,36,0.95,3,6,49
45.4215,-75.6972,6,2,0,0.1,14.1,3,29.4,45.4,0.648,506,465,0.97,6,9,5
42.3601,-71.0589,3,0,3,-0.2,10.9,0,51.1,62.0,0.823,526,466,0.98,4,8,28
